Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
134,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22.0,2002,21,19,1615,17.9,0,0,0,0,0,0,7,0,0.3,0.3,0.8,1.1,17,69,33,0.00,0.06,134,ve VEN,DF,es La Liga,22-209,2002,17.9,0,8,2,25.0,0.45,0.11,0.00,0.00,20.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,134,ve VEN,DF,es La Liga,22-209,2002,17.9,785,1001,78.4,11492,4626,0,0.8,1.1,-0.8,10,53,7,5,69,134,ve VEN,DF,es La Liga,22-209,2002,17.9,1001,795,205,24,0,1,30,181,0,0,0,0,785,1,23,134,ve VEN,DF,es La Liga,22-209,2002,17.9,20,1.11,16,3,1,0,0,0,1,0.06,134,ve VEN,DF,es La Liga,22-209,2002,17.9,74,53,45,21,8,76,65.8,26,25,5,20,24,98,64,0,134,ve VEN,DF,es La Liga,22-209,2002,17.9,1256,66,409,629,229,15,1256,24,5,20.8,19,79.2,548,1990,967,17,13,0,21,5,626,33,174,ve VEN,DF,es La Liga,22-209,2002,21,1615,77,74.8,17.9,19,84,13,2,12,2,1.48,17,16,+1,+0.06,+0.22,22.8,18.2,+4.6,+0.26,134,ve VEN,DF,es La Liga,22-209,2002,17.9,7,0,0,32,24,3,30,24,53,0,1,0,87,28,23,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23.0,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,11,0.00,0.00,135,mx MEX,DF,eng Premier League,23-188,2001,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,135,mx MEX,DF,eng Premier League,23-188,2001,3.9,131,166,78.9,2297,759,0,0.0,0.0,0.0,0,15,1,0,14,135,mx MEX,DF,eng Premier League,23-188,2001,3.9,166,141,25,1,0,0,4,24,0,0,0,0,131,0,2,135,mx MEX,DF,eng Premier League,23-188,2001,3.9,2,0.51,2,0,0,0,0,0,0,0.00,135,mx MEX,DF,eng Premier League,23-188,2001,3.9,7,3,3,4,0,10,40.0,6,3,0,3,4,11,13,0,135,mx MEX,DF,eng Premier League,23-188,2001,3.9,200,15,68,103,32,1,200,0,0,,0,,84,290,138,2,0,0,4,2,100,11,176,mx MEX,DF,eng Premier League,23-188,2001,8,355,44,15.8,3.9,5,61,0,3,17,3,1.13,2,7,-5,-1.27,-2.22,4.8,6.7,-1.9,-0.49,135,mx MEX,DF,eng Premier League,23-188,2001,3.9,1,0,0,4,1,0,4,4,3,0,0,0,24,2,6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25.0,1999,3,3,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,11,1,0.00,0.00,136,uy URU,DF,es La Liga,25-347,1999,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,136,uy URU,DF,es La Liga,25-347,1999,1.7,182,198,91.9,3807,1131,0,0.0,0.1,0.0,0,14,2,0,11,136,uy URU,DF,es La Liga,25-347,1999,1.7,198,189,8,6,0,0,0,1,0,0,0,0,182,1,0,136,uy URU,DF,es La Liga,25-347,1999,1.7,3,1.73,3,0,0,0,0,0,0,0.00,136,uy URU,DF,es La Liga,25-347,1999,1.7,1,1,1,0,0,0,,0,0,0,0,2,3,4,0,136,uy URU,DF,es La Liga,25-347,1999,1.7,209,4,57,149,3,2,209,0,0,,0,,145,881,544,2,1,0,1,0,162,1,177,uy URU,DF,es La Liga,25-347,1999,3,156,52,7.5,1.7,3,52,1,0,,3,2.33,2,2,0,0.00,-1.83,3.3,1.7,+1.6,+0.94,136,uy URU,DF,es La Liga,25-347,1999,1.7,1,0,0,2,2,0,0,2,1,0,0,0,4,13,5,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23.0,2001,22,10,1053,11.7,2,0,2,2,0,1,0,0,4.8,4.0,0.3,4.3,15,11,47,0.17,0.44,137,eng ENG,FW,eng Premier League,23-211,2001,11.7,2,23,7,30.4,1.97,0.60,0.09,0.29,12.4,0,0,1,4.8,4.0,0.17,-2.8,-2.0,137,eng ENG,FW,eng Premier League,23-211,2001,11.7,141,175,80.6,1877,280,0,0.3,0.6,-0.3,2,5,6,0,11,137,eng ENG,FW,eng Premier League,23-211,2001,11.7,175,163,12,0,2,0,3,0,0,0,0,0,141,0,5,137,eng ENG,FW,eng Premier League,23-211,2001,11.7,13,1.11,6,0,3,3,1,0,0,0.00,137,eng ENG,FW,eng Premier League,23-211,2001,11.7,9,5,5,2,2,6,16.7,5,5,1,4,2,11,6,0,137,eng ENG,FW,eng Premier League,23-211,2001,11.7,283,11,48,122,116,44,282,26,11,42.3,14,53.8,160,823,368,15,5,12,27,19,193,47,179,eng ENG,FW,eng Premier League,23-211,2001,22,1053,48,46.8,11.7,10,72,0,12,28,2,0.27,8,24,-16,-1.37,+0.29,12.3,28.0,-15.7,-1.34,137,eng ENG,FW,eng Premier League,23-211,2001,11.7,0,0,0,11,10,5,3,2,5,0,0,0,27,8,19,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28.0,1996,19,18,1454,16.2,0,1,1,0,0,0,2,0,0.0,0.0,1.2,1.2,27,44,52,0.06,0.07,138,ht HAI,DF,fr Ligue 1,28-234,1996,16.2,0,3,0,0.0,0.19,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.01,0.0,0.0,138,ht HAI,DF,fr Ligue 1,28-234,1996,16.2,558,711,78.5,9457,3406,1,1.2,1.0,-0.2,14,38,14,8,44,138,ht HAI,DF,fr Ligue 1,28-234,1996,16.2,711,583,124,16,2,3,38,107,1,0,0,0,558,4,14,138,ht HAI,DF,fr Ligue 1,28-234,1996,16.2,25,1.55,22,1,1,0,0,1,1,0.06,138,ht HAI,DF,fr Ligue 1,28-234,1996,16.2,35,21,22,11,2,40,60.0,16,16,3,13,23,58,57,2,138,ht HAI,DF,fr Ligue 1,28-234,1996,16.2,872,59,300,399,181,8,872,13,6,46.2,7,53.8,397,1851,908,27,15,1,9,12,474,52,180,ht HAI,DF,fr Ligue 1,28-234,1996,19,1454,77,73.4,16.2,18,78,10,1,46,0,1.16,19,23,-4,-0.25,+0.61,19.3,22.7,-3.4,-0.21,138,ht HAI,DF,fr Ligue 1,28-234,1996,16.2,2,0,0,24,11,1,38,23,21,0,0,0,58,24,15,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31.0,1993,14,13,1180,13.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,139,fr FRA,GK,eng Premier League,31-356,1993,13.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,139,fr FRA,GK,eng Premier League,31-356,1993,13.1,386,532,72.6,10434,7318,0,0.0,0.0,0.0,0,7,0,0,0,139,fr FRA,GK,eng Premier League,31-356,1993,13.1,532,378,150,34,0,2,0,0,0,0,0,0,386,4,1,139,fr FRA,GK,eng Premier League,31-356,1993,13.1,1,0.08,0,1,0,0,0,0,0,0.00,139,fr FRA,GK,eng Premier League,31-356,1993,13.1,2,2,2,0,0,3,66.7,1,0,0,0,0,2,8,1,139,fr FRA,GK,eng Premier League,31-356,1993,13.1,562,459,557,5,0,0,562,0,0,,0,,312,1296,693,0,0,0,0,0,289,0,181,fr FRA,GK,eng Premier League,31-356,1993,14,1180,84,52.4,13.1,13,87,12,1,55,7,0.86,15,27,-12,-0.92,-0.41,16.9,21.5,-4.7,-0.36,139,fr FRA,GK,eng Premier League,31-356,1993,13.1,0,0,0,0,0,0,0,0,2,0,0,1,19,2,0,100.0,4,fr FRA,GK,eng Premier League,31-356,1993,14,13,1180,13.1,27,2.06,66,42,59.1,2,3,8,2,15.4,0,0,0,0,4,fr FRA,GK,eng Premier League,31-356,1993,13.1,27,0,0,2,3,18.9,0.29,-5.1,-0.39,84,200,42.0,412,57,32.3,31.2,190,10,5.3,15,1.14,13.5
140,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23.0,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,140,es ESP,FW,es La Liga,23-128,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,140,es ESP,FW,es La Liga,23-128,2001,0.2,5,9,55.6,64,15,0,0.0,0.0,0.0,0,0,1,0,3,140,es ESP,FW,es La Liga,23-128,2001,0.2,9,9,0,0,0,0,1,0,0,0,0,0,5,0,1,140,es ESP,FW,es La Liga,23-128,2001,0.2,1,4.74,1,0,0,0,0,0,0,0.00,140,es ESP,FW,es La Liga,23-128,2001,0.2,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,140,es ESP,FW,es La Liga,23-128,2001,0.2,11,0,2,3,6,1,11,1,0,0.0,1,100.0,8,44,29,1,1,0,0,2,11,2,182,es ESP,FW,es La Liga,23-128,2001,1,19,19,0.9,0.2,0,,0,1,19,2,0.00,0,1,-1,-4.74,-5.45,0.1,0.3,-0.2,-0.73,140,es ESP,FW,es La Liga,23-128,2001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25.0,1999,23,22,1949,21.7,0,1,1,0,0,0,5,0,0.1,0.1,1.7,1.8,68,74,134,0.05,0.08,141,es ESP,DF,es La Liga,25-230,1999,21.7,0,5,0,0.0,0.23,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,141,es ESP,DF,es La Liga,25-230,1999,21.7,725,1024,70.8,12252,5531,1,1.7,1.8,-0.7,18,64,38,23,74,141,es ESP,DF,es La Liga,25-230,1999,21.7,1024,771,249,2,0,2,114,247,0,0,0,0,725,4,47,141,es ESP,DF,es La Liga,25-230,1999,21.7,43,1.99,33,7,1,1,1,0,4,0.18,141,es ESP,DF,es La Liga,25-230,1999,21.7,33,23,22,7,4,37,64.9,13,20,3,17,7,40,61,0,141,es ESP,DF,es La Liga,25-230,1999,21.7,1236,73,286,506,456,14,1236,39,15,38.5,20,51.3,568,3532,1865,68,46,6,39,15,660,134,183,es ESP,DF,es La Liga,25-230,1999,23,1949,85,90.2,21.7,22,87,17,1,28,1,1.39,28,26,+2,+0.09,+2.65,24.4,27.5,-3.1,-0.14,141,es ESP,DF,es La Liga,25-230,1999,21.7,5,0,0,23,10,6,114,7,23,0,0,0,82,14,10,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,David Argüelles,es ESP,MF,Getafe,es La Liga,23.0,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,142,es ESP,MF,es La Liga,23-047,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,142,es ESP,MF,es La Liga,23-047,2002,0.1,3,5,60.0,25,2,0,0.0,0.0,0.0,0,0,0,0,0,142,es ESP,MF,es La Liga,23-047,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,142,es ESP,MF,es La Liga,23-047,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,142,es ESP,MF,es La Liga,23-047,2002,0.1,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,142,es ESP,MF,es La Liga,23-047,2002,0.1,7,0,2,2,3,0,7,0,0,,0,,3,30,12,1,0,0,0,0,3,0,184,es ESP,MF,es La Liga,23-047,2002,1,7,7,0.3,0.1,0,,0,1,7,13,1.00,1,0,+1,+12.86,+12.82,1.4,0.0,+1.4,+17.47,142,es ESP,MF,es La Liga,23-047,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Joe Aribo,ng NGA,MF,Southampton,eng Premier League,28.0,1996,24,16,1549,17.2,3,0,3,3,0,0,1,0,2.6,2.6,1.5,4.0,31,59,56,0.17,0.23,143,ng NGA,MF,eng Premier League,28-211,1996,17.2,3,14,7,50.0,0.81,0.41,0.21,0.43,13.4,0,0,0,2.6,2.6,0.18,+0.4,+0.4,143,ng NGA,MF,eng Premier League,28-211,1996,17.2,680,770,88.3,9841,1945,0,1.5,1.2,-1.5,14,40,3,1,59,143,ng NGA,MF,eng Premier League,28-211,1996,17.2,770,758,11,2,2,0,8,4,0,0,0,0,680,1,14,143,ng NGA,MF,eng Premier League,28-211,1996,17.2,32,1.86,28,0,2,1,1,0,1,0.06,143,ng NGA,MF,eng Premier League,28-211,1996,17.2,35,25,10,19,6,29,48.3,15,21,7,14,13,48,22,2,143,ng NGA,MF,eng Premier League,28-211,1996,17.2,943,32,208,498,247,39,943,42,16,38.1,21,50.0,533,2856,1496,31,22,11,20,13,684,56,185,ng NGA,MF,eng Premier League,28-211,1996,24,1549,65,68.8,17.2,16,80,6,8,35,1,0.38,16,40,-24,-1.39,+0.40,16.5,42.5,-25.9,-1.51,143,ng NGA,MF,eng Premier League,28-211,1996,17.2,1,0,0,16,24,1,8,13,25,0,1,0,92,19,15,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,28.0,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.29,0.32,144,eng ENG,"FW,MF",eng Premier League,28-007,1997,13.9,2,25,7,28.0,1.80,0.50,0.08,0.29,16.6,0,0,1,3.3,2.3,0.09,-1.3,-0.3,144,eng ENG,"FW,MF",eng Premier League,28-007,1997,13.9,231,288,80.2,3320,446,2,1.2,0.6,+0.8,9,10,8,2,21,144,eng ENG,"FW,MF",eng Premier League,28-007,1997,13.9,288,268,18,0,0,1,14,3,0,0,0,0,231,2,12,144,eng ENG,"FW,MF",eng Premier League,28-007,1997,13.9,19,1.37,12,1,2,4,0,0,4,0.29,144,eng ENG,"FW,MF",eng Premier League,28-007,1997,13.9,12,3,2,7,3,14,21.4,11,6,1,5,3,15,8,0,144,eng ENG,"FW,MF",eng Premier League,28-007,1997,13.9,377,11,44,143,192,49,376,14,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79,186,eng ENG,"FW,MF",eng Premier League,28-007,1997,20,1248,62,55.5,13.9,15,75,4,5,25,4,0.30,7,35,-28,-2.02,-1.12,12.8,32.4,-19.6,-1.41,144,eng ENG,"FW,MF",eng Premier League,28-007,1997,13.9,4,0,0,12,5,9,14,3,3,0,0,0,23,5,9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18.0,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.00,0.82,145,eng ENG,MF,eng Premier League,18-029,2007,0.5,0,1,0,0.0,1.87,0.00,0.00,,5.8,0,0,0,0.4,0.4,0.37,-0.4,-0.4,145,eng ENG,MF,eng Premier League,18-029,2007,0.5,7,15,46.7,149,15,0,0.1,0.0,-0.1,1,1,0,0,1,145,eng ENG,MF,eng Premier League,18-029,2007,0.5,15,13,1,0,0,0,1,0,0,0,0,0,7,1,0,145,eng ENG,MF,eng Premier League,18-029,2007,0.5,1,1.87,1,0,0,0,0,0,0,0.00,145,eng ENG,MF,eng Premier League,18-029,2007,0.5,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,145,eng ENG,MF,eng Premier League,18-029,2007,0.5,20,0,3,12,7,2,20,1,1,100.0,0,0.0,15,110,43,1,2,0,2,3,14,0,187,eng ENG,MF,eng Premier League,18-029,2007,3,48,16,2.1,0.5,0,,0,3,16,20,1.00,0,1,-1,-1.87,-1.75,0.7,0.4,+0.2,+0.44,145,eng ENG,MF,eng Premier League,18-029,2007,0.5,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29.0,1995,7,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,3,7,0.00,0.28,146,es ESP,"FW,MF",es La Liga,29-308,1995,0.6,0,2,0,0.0,3.60,0.00,0.00,,27.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1,146,es ESP,"FW,MF",es La Liga,29-308,1995,0.6,20,33,60.6,268,78,0,0.1,0.1,-0.1,2,2,2,1,3,146,es ESP,"FW,MF",es La Liga,29-308,1995,0.6,33,30,3,1,0,1,8,0,2,2,0,0,20,0,3,146,es ESP,"FW,MF",es La Liga,29-308,1995,0.6,4,7.20,3,0,0,0,1,0,0,0.00,146,es ESP,"FW,MF",es La Liga,29-308,1995,0.6,3,3,1,1,1,2,50.0,1,0,0,0,1,4,1,0,146,es ESP,"FW,MF",es La Liga,29-308,1995,0.6,49,2,6,18,27,3,49,4,0,0.0,2,50.0,29,175,93,3,2,1,2,2,30,7,188,es ESP,"FW,MF",es La Liga,29-308,1995,7,50,7,2.3,0.6,0,,0,7,7,12,0.29,1,1,0,0.00,+0.17,1.2,0.7,+0.6,+1.00,146,es ESP,"FW,MF",es La Liga,29-308,1995,0.6,0,0,0,0,5,0,8,1,3,0,0,0,8,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21.0,2003,14,11,941,10.5,2,2,4,2,0,0,2,0,1.9,1.9,1.2,3.1,27,56,80,0.38,0.30,147,is ISL,"MF,FW",fr Ligue 1,21-313,2003,10.5,2,18,6,33.3,1.72,0.57,0.11,0.33,18.0,2,0,0,1.9,1.9,0.11,+0.1,+0.1,147,is ISL,"MF,FW",fr Ligue 1,21-313,2003,10.5,428,537,79.7,6957,1637,2,1.2,1.4,+0.8,18,43,24,4,56,147,is ISL,"MF,FW",fr Ligue 1,21-313,2003,10.5,537,508,27,5,1,2,26,7,13,6,3,0,428,2,12,147,is ISL,"MF,FW",fr Ligue 1,21-313,2003,10.5,35,3.35,25,5,0,1,3,1,4,0.38,147,is ISL,"MF,FW",fr Ligue 1,21-313,2003,10.5,19,7,5,10,4,15,46.7,8,6,1,5,5,24,4,0,147,is ISL,"MF,FW",fr Ligue 1,21-313,2003,10.5,638,9,61,295,285,37,638,19,9,47.4,10,52.6,387,2177,1056,27,18,4,25,6,490,80,189,is ISL,"MF,FW",fr Ligue 1,21-313,2003,14,941,67,47.5,10.5,11,78,4,3,27,0,1.79,14,12,+2,+0.19,-0.67,17.0,15.3,+1.7,+0.16,147,is ISL,"MF,FW",fr Ligue 1,21-313,2003,10.5,2,0,0,11,15,1,26,5,7,1,0,0,34,2,9,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Marko Arnautović,at AUT,FW,Inter,it Serie A,35.0,1989,9,0,170,1.9,1,1,2,1,0,0,1,0,1.4,1.4,0.4,1.8,1,5,27,1.06,0.96,148,at AUT,FW,it Serie A,35-304,1989,1.9,1,5,2,40.0,2.65,1.06,0.20,0.50,7.7,0,0,0,1.4,1.4,0.28,-0.4,-0.4,148,at AUT,FW,it Serie A,35-304,1989,1.9,37,57,64.9,472,78,1,0.4,0.2,+0.6,3,1,3,0,5,148,at AUT,FW,it Serie A,35-304,1989,1.9,57,56,1,0,0,0,2,0,0,0,0,0,37,0,1,148,at AUT,FW,it Serie A,35-304,1989,1.9,7,3.71,7,0,0,0,0,0,1,0.53,148,at AUT,FW,it Serie A,35-304,1989,1.9,6,5,1,2,3,4,75.0,1,0,0,0,1,7,1,0,148,at AUT,FW,it Serie A,35-304,1989,1.9,74,1,5,21,48,11,74,1,0,0.0,1,100.0,39,153,51,1,0,1,4,1,54,27,190,at AUT,FW,it Serie A,35-304,1989,9,170,19,7.6,1.9,0,,0,9,19,16,2.22,5,4,+1,+0.53,-0.94,3.4,2.2,+1.2,+0.65,148,at AUT,FW,it Serie A,35-304,1989,1.9,1,0,0,4,2,4,2,1,5,0,0,0,4,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30.0,1994,20,20,1746,19.4,2,4,6,2,0,0,7,0,0.7,0.7,2.0,2.7,6,92,9,0.31,0.14,149,de GER,MF,de Bundesliga,30-266,1994,19.4,2,20,9,45.0,1.03,0.46,0.10,0.22,28.0,6,0,0,0.7,0.7,0.03,+1.3,+1.3,149,de GER,MF,de Bundesliga,30-266,1994,19.4,753,966,78.0,15240,4862,4,2.0,2.9,+2.0,29,94,10,3,92,149,de GER,MF,de Bundesliga,30-266,1994,19.4,966,801,164,83,1,9,107,2,62,37,24,1,753,1,13,149,de GER,MF,de Bundesliga,30-266,1994,19.4,57,2.94,30,22,1,1,3,0,9,0.46,149,de GER,MF,de Bundesliga,30-266,1994,19.4,25,15,9,14,2,23,47.8,12,17,9,8,13,38,54,1,149,de GER,MF,de Bundesliga,30-266,1994,19.4,1122,65,249,668,218,5,1122,3,1,33.3,1,33.3,526,2095,774,6,9,0,12,7,614,9,191,de GER,MF,de Bundesliga,30-266,1994,20,1746,87,88.2,19.4,20,87,18,0,,0,1.45,42,30,+12,+0.62,+1.77,29.0,31.1,-2.1,-0.11,149,de GER,MF,de Bundesliga,30-266,1994,19.4,7,0,0,18,40,0,107,13,15,0,0,0,115,10,16,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,25.0,2000,17,3,587,6.5,2,0,2,1,1,2,5,1,2.9,1.4,0.9,2.3,11,16,48,0.15,0.59,150,de GER,"FW,MF",de Bundesliga,25-042,2000,6.5,2,13,7,53.8,1.99,1.07,0.08,0.14,21.9,2,1,2,2.9,1.4,0.10,-0.9,-0.4,150,de GER,"FW,MF",de Bundesliga,25-042,2000,6.5,80,135,59.3,1606,558,0,0.9,1.2,-0.9,10,5,10,3,16,150,de GER,"FW,MF",de Bundesliga,25-042,2000,6.5,135,112,18,2,1,3,18,7,6,4,2,0,80,5,5,150,de GER,"FW,MF",de Bundesliga,25-042,2000,6.5,30,4.60,17,4,2,2,4,1,3,0.46,150,de GER,"FW,MF",de Bundesliga,25-042,2000,6.5,11,8,5,2,4,13,30.8,9,5,0,5,2,13,7,0,150,de GER,"FW,MF",de Bundesliga,25-042,2000,6.5,236,8,37,92,112,21,234,23,10,43.5,11,47.8,114,697,280,11,10,2,27,13,136,48,192,de GER,"FW,MF",de Bundesliga,25-042,2000,17,587,35,29.6,6.5,3,78,1,14,25,4,0.41,15,14,+1,+0.15,+1.57,11.8,12.5,-0.7,-0.11,150,de GER,"FW,MF",de Bundesliga,25-042,2000,6.5,5,1,1,13,16,2,18,2,8,0,0,0,14,2,10,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
